num_ranks,num_phases,epsilon,noise_model,mean_makespan,std_makespan,ci95_makespan,mean_idle_waste,std_idle_waste,mean_amplification,std_amplification,mean_idle_fraction,mean_scaling_efficiency
64,50,0.1000,BURSTY,81.666633,0.976312,0.349369,1670.674400,62.239997,0.633333,0.019526,0.319552,0.612330
64,50,0.2000,NONE,55.001000,0.000000,0.000000,0.000000,0.000000,0.100020,0.000000,0.000000,0.909074
64,50,0.2000,GAUSSIAN,76.970700,0.681747,0.243960,1522.911600,41.776825,0.539414,0.013635,0.309103,0.649647
64,50,0.2000,LOGNORMAL,82.129733,1.035113,0.370410,1854.273700,65.169342,0.642595,0.020702,0.352677,0.608886
64,50,0.2000,BURSTY,109.731367,2.026318,0.725109,3411.376133,121.757962,1.194627,0.040526,0.485607,0.455811
64,100,0.0100,NONE,110.321000,0.000000,0.000000,0.000000,0.000000,0.103210,0.000000,0.000000,0.906446
64,100,0.0100,GAUSSIAN,108.769333,0.080200,0.028699,27.390000,5.142447,0.087693,0.000802,0.003934,0.919377
64,100,0.0100,LOGNORMAL,108.801567,0.101540,0.036336,28.490000,6.606698,0.088016,0.001015,0.004091,0.919105
64,100,0.0100,BURSTY,111.171000,0.063965,0.022890,71.569667,4.666233,0.111710,0.000640,0.010059,0.899515
64,100,0.0500,NONE,110.321000,0.000000,0.000000,0.000000,0.000000,0.103210,0.000000,0.000000,0.906446
64,100,0.0500,GAUSSIAN,118.679233,0.344547,0.123294,820.392600,22.594448,0.186792,0.003445,0.108004,0.842614
64,100,0.0500,LOGNORMAL,119.265500,0.453889,0.162422,858.789033,29.626718,0.192655,0.004539,0.112498,0.838477
64,100,0.0500,BURSTY,134.504433,0.706000,0.252639,1572.509333,45.761834,0.345044,0.007060,0.182653,0.743490
64,100,0.1000,NONE,110.321000,0.000000,0.000000,0.000000,0.000000,0.103210,0.000000,0.000000,0.906446
64,100,0.1000,GAUSSIAN,129.990033,0.541219,0.193673,1534.137100,32.865889,0.299900,0.005412,0.184393,0.769303
64,100,0.1000,LOGNORMAL,132.403300,0.613191,0.219427,1687.995000,36.162532,0.324033,0.006132,0.199187,0.755284
64,100,0.1000,BURSTY,162.476733,1.440088,0.515329,3291.529167,86.005176,0.624767,0.014401,0.316493,0.615520
64,100,0.2000,NONE,110.321000,0.000000,0.000000,0.000000,0.000000,0.103210,0.000000,0.000000,0.906446
64,100,0.2000,GAUSSIAN,153.600733,0.692135,0.247677,3029.904033,46.373431,0.536007,0.006921,0.308204,0.651051
64,100,0.2000,LOGNORMAL,163.628833,0.975804,0.349187,3674.786800,60.302661,0.636288,0.009758,0.350887,0.611160
64,100,0.2000,BURSTY,219.000667,3.073646,1.099890,6800.052533,184.206996,1.190007,0.030736,0.485076,0.456707
64,500,0.0100,NONE,552.430000,0.000000,0.000000,0.000000,0.000000,0.104860,0.000000,0.000000,0.905092
64,500,0.0100,GAUSSIAN,543.618567,0.266995,0.095543,160.358000,16.537292,0.087237,0.000534,0.004609,0.919763
64,500,0.0100,LOGNORMAL,543.867767,0.317728,0.113697,171.977667,20.643160,0.087736,0.000635,0.004941,0.919341
64,500,0.0100,BURSTY,555.453867,0.159532,0.057088,385.440000,10.593532,0.110908,0.000319,0.010842,0.900165
64,500,0.0500,NONE,552.430000,0.000000,0.000000,0.000000,0.000000,0.104860,0.000000,0.000000,0.905092
64,500,0.0500,GAUSSIAN,592.878267,0.822188,0.294216,4106.581167,52.655417,0.185757,0.001644,0.108225,0.843345
64,500,0.0500,LOGNORMAL,595.975567,0.962512,0.344431,4307.496533,59.623747,0.191951,0.001925,0.112930,0.838963
64,500,0.0500,BURSTY,671.492867,1.726541,0.617835,7812.863500,106.714518,0.342986,0.003453,0.181793,0.744614
64,500,0.1000,NONE,552.430000,0.000000,0.000000,0.000000,0.000000,0.104860,0.000000,0.000000,0.905092
64,500,0.1000,GAUSSIAN,649.579900,0.953794,0.341311,7690.195900,57.209442,0.299160,0.001908,0.184979,0.769730
64,500,0.1000,LOGNORMAL,661.591867,1.256734,0.449717,8459.765600,78.778107,0.323184,0.002513,0.199794,0.755756
64,500,0.1000,BURSTY,813.926233,2.711157,0.970175,16600.839300,167.591759,0.627852,0.005422,0.318681,0.614313
64,500,0.2000,NONE,552.430000,0.000000,0.000000,0.000000,0.000000,0.104860,0.000000,0.000000,0.905092
64,500,0.2000,GAUSSIAN,767.102367,2.053841,0.734957,15156.411333,124.922826,0.534205,0.004108,0.308715,0.651808
64,500,0.2000,LOGNORMAL,817.282100,3.342076,1.195946,18371.418733,204.569788,0.634564,0.006684,0.351220,0.611794
64,500,0.2000,BURSTY,1094.243033,6.587713,2.357383,33985.807833,409.580611,1.188486,0.013175,0.485276,0.456953
128,10,0.0100,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
128,10,0.0100,GAUSSIAN,10.941533,0.009406,0.003366,0.139333,0.057291,0.094153,0.000941,0.000099,0.913949
128,10,0.0100,LOGNORMAL,10.943733,0.008358,0.002991,0.161333,0.085369,0.094373,0.000836,0.000115,0.913765
128,10,0.0100,BURSTY,11.218633,0.000615,0.000220,16.030667,1.160517,0.121863,0.000061,0.011164,0.891374
128,10,0.0500,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
128,10,0.0500,GAUSSIAN,12.022700,0.099223,0.035507,175.665167,12.514641,0.202270,0.009922,0.114093,0.831815
128,10,0.0500,LOGNORMAL,12.097667,0.101719,0.036400,185.412367,12.539904,0.209767,0.010172,0.119680,0.826662
128,10,0.0500,BURSTY,13.865000,0.158488,0.056714,355.991667,19.348502,0.386500,0.015849,0.200503,0.721331
128,10,0.1000,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
128,10,0.1000,GAUSSIAN,13.306933,0.212371,0.075996,338.296433,26.568727,0.330693,0.021237,0.198424,0.751672
128,10,0.1000,LOGNORMAL,13.643367,0.250831,0.089759,381.752400,32.051344,0.364337,0.025083,0.218350,0.733194
128,10,0.1000,BURSTY,17.005433,0.249130,0.089150,746.945867,31.920433,0.700543,0.024913,0.343031,0.588169
128,10,0.2000,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
128,10,0.2000,GAUSSIAN,15.891000,0.255453,0.091413,663.754033,33.204528,0.589100,0.025545,0.326155,0.629444
128,10,0.2000,LOGNORMAL,17.168667,0.437294,0.156484,827.238967,55.698788,0.716867,0.043729,0.376049,0.582819
128,10,0.2000,BURSTY,23.253467,0.511725,0.183118,1524.160767,65.064117,1.325347,0.051172,0.511854,0.430246
128,50,0.0100,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
128,50,0.0100,GAUSSIAN,54.288700,0.048570,0.017381,17.325000,7.359080,0.085774,0.000971,0.002492,0.921003
128,50,0.0100,LOGNORMAL,54.309500,0.051285,0.018352,18.542333,6.901837,0.086190,0.001026,0.002667,0.920650
128,50,0.0100,BURSTY,55.653933,0.000785,0.000281,69.072667,1.156195,0.113079,0.000016,0.009696,0.898409
128,50,0.0500,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
128,50,0.0500,GAUSSIAN,59.751867,0.189376,0.067767,879.446367,24.784479,0.195037,0.003788,0.114978,0.836802
128,50,0.0500,LOGNORMAL,60.184500,0.196344,0.070261,934.756067,25.328367,0.203690,0.003927,0.121331,0.830787
128,50,0.0500,BURSTY,68.928533,0.355068,0.127059,1795.977400,45.011411,0.378571,0.007101,0.203541,0.725408
128,50,0.1000,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
128,50,0.1000,GAUSSIAN,66.281200,0.267306,0.095654,1703.674000,35.991515,0.325624,0.005346,0.200797,0.754374
128,50,0.1000,LOGNORMAL,67.858100,0.390000,0.139560,1907.133667,52.138250,0.357162,0.007800,0.219542,0.736855
128,50,0.1000,BURSTY,84.471633,0.571115,0.204371,3725.122433,71.712374,0.689433,0.011422,0.344497,0.591941
128,50,0.2000,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
128,50,0.2000,GAUSSIAN,79.056300,0.558360,0.199807,3322.734800,70.215328,0.581126,0.011167,0.328328,0.632491
128,50,0.2000,LOGNORMAL,85.390633,0.890566,0.318685,4136.259800,111.939285,0.707813,0.017811,0.378369,0.585606
128,50,0.2000,BURSTY,115.754667,0.963144,0.344657,7630.037233,121.104522,1.315093,0.019263,0.514935,0.431977
128,100,0.0100,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
128,100,0.0100,GAUSSIAN,108.491400,0.044149,0.015799,32.820333,9.908277,0.084914,0.000441,0.002363,0.921732
128,100,0.0100,LOGNORMAL,108.501733,0.045967,0.016449,30.906333,9.267616,0.085017,0.000460,0.002225,0.921644
128,100,0.0100,BURSTY,111.211367,0.027561,0.009863,148.907000,4.000897,0.112114,0.000276,0.010461,0.899189
128,100,0.0500,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
128,100,0.0500,GAUSSIAN,119.363700,0.294023,0.105215,1751.537333,35.698014,0.193637,0.002940,0.114635,0.837781
128,100,0.0500,LOGNORMAL,120.123467,0.370165,0.132462,1850.495700,46.012721,0.201235,0.003702,0.120343,0.832484
128,100,0.0500,BURSTY,137.584400,0.612662,0.219238,3565.790600,84.358804,0.375844,0.006127,0.202462,0.726841
128,100,0.1000,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
128,100,0.1000,GAUSSIAN,132.385300,0.491346,0.175826,3398.360100,59.913478,0.323853,0.004913,0.200539,0.755381
128,100,0.1000,LOGNORMAL,135.556200,0.629805,0.225373,3805.410833,78.166805,0.355562,0.006298,0.219302,0.737717
128,100,0.1000,BURSTY,168.952033,0.909759,0.325553,7455.403400,115.392113,0.689520,0.009098,0.344727,0.591901
128,100,0.2000,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
128,100,0.2000,GAUSSIAN,158.440600,0.745957,0.266937,6708.284167,92.151343,0.584406,0.007460,0.330764,0.631165
128,100,0.2000,LOGNORMAL,171.369033,1.155536,0.413503,8369.643200,139.269127,0.713690,0.011555,0.381537,0.583562
128,100,0.2000,BURSTY,231.532467,1.628782,0.582852,15268.973967,207.579769,1.315325,0.016288,0.515192,0.431926
128,500,0.0100,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
128,500,0.0100,GAUSSIAN,541.979967,0.146295,0.052351,144.620667,24.393689,0.083960,0.000293,0.002085,0.922543
128,500,0.0100,LOGNORMAL,542.075233,0.200424,0.071721,153.142000,28.965456,0.084150,0.000401,0.002207,0.922381
128,500,0.0100,BURSTY,555.642467,0.033390,0.011948,791.596667,6.479952,0.111285,0.000067,0.011130,0.899859
128,500,0.0500,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
128,500,0.0500,GAUSSIAN,596.076500,0.687468,0.246007,8774.222600,82.860355,0.192153,0.001375,0.114999,0.838820
128,500,0.0500,LOGNORMAL,600.040733,0.637167,0.228007,9285.094133,74.452464,0.200081,0.001274,0.120891,0.833278
128,500,0.0500,BURSTY,687.552267,1.147423,0.410600,17833.000967,155.933117,0.375105,0.002295,0.202630,0.727219
128,500,0.1000,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
128,500,0.1000,GAUSSIAN,661.723300,1.360596,0.486883,17099.593033,165.400435,0.323447,0.002721,0.201880,0.755606
128,500,0.1000,LOGNORMAL,676.944000,1.702345,0.609176,19056.060967,209.170519,0.353888,0.003405,0.219918,0.738618
128,500,0.1000,BURSTY,844.204533,1.608231,0.575498,37271.367667,207.570325,0.688409,0.003216,0.344917,0.592276
128,500,0.2000,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
128,500,0.2000,GAUSSIAN,792.307533,2.256733,0.807562,33679.662833,262.061317,0.584615,0.004513,0.332092,0.631073
128,500,0.2000,LOGNORMAL,856.748567,3.255747,1.165054,41944.512067,387.238606,0.713497,0.006511,0.382475,0.583610
128,500,0.2000,BURSTY,1157.358933,3.384783,1.211229,76352.560733,404.896327,1.314718,0.006770,0.515398,0.432022
256,10,0.0100,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
256,10,0.0100,GAUSSIAN,10.915867,0.010362,0.003708,0.139333,0.049475,0.091587,0.001036,0.000050,0.916098
256,10,0.0100,LOGNORMAL,10.919633,0.009750,0.003489,0.150333,0.067644,0.091963,0.000975,0.000054,0.915782
256,10,0.0100,BURSTY,11.217600,0.002554,0.000914,32.288667,2.871609,0.121760,0.000255,0.011244,0.891456
256,10,0.0500,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
256,10,0.0500,GAUSSIAN,12.081633,0.124607,0.044590,368.589133,32.115915,0.208163,0.012461,0.119082,0.827788
256,10,0.0500,LOGNORMAL,12.179600,0.136166,0.048726,394.463500,35.086310,0.217960,0.013617,0.126407,0.821144
256,10,0.0500,BURSTY,14.089533,0.165244,0.059132,779.092200,44.237366,0.408953,0.016524,0.215893,0.709841
256,10,0.1000,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
256,10,0.1000,GAUSSIAN,13.614600,0.179047,0.064071,757.655567,45.926353,0.361460,0.017905,0.217253,0.734629
256,10,0.1000,LOGNORMAL,13.969667,0.202346,0.072409,849.477100,51.999851,0.396967,0.020235,0.237380,0.715981
256,10,0.1000,BURSTY,17.413500,0.226683,0.081118,1610.092967,63.008871,0.741350,0.022668,0.361068,0.574360
256,10,0.2000,NONE,11.001000,0.000000,0.000000,-0.000000,0.000000,0.100100,0.000000,-0.000000,0.909008
256,10,0.2000,GAUSSIAN,16.385033,0.308575,0.110422,1461.793533,80.411500,0.638503,0.030858,0.348268,0.610524
256,10,0.2000,LOGNORMAL,17.968000,0.525733,0.188131,1868.293567,134.755020,0.796800,0.052573,0.405677,0.557006
256,10,0.2000,BURSTY,24.049300,0.461837,0.165266,3263.765467,114.532595,1.404930,0.046184,0.529967,0.415963
256,50,0.0100,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
256,50,0.0100,GAUSSIAN,54.227767,0.045524,0.016291,45.789333,22.846694,0.084555,0.000910,0.003298,0.922037
256,50,0.0100,LOGNORMAL,54.237200,0.043006,0.015389,42.786333,21.256986,0.084744,0.000860,0.003081,0.921877
256,50,0.0100,BURSTY,55.653300,0.001264,0.000452,138.211333,2.574018,0.113066,0.000025,0.009701,0.898419
256,50,0.0500,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
256,50,0.0500,GAUSSIAN,59.985633,0.241103,0.086278,1833.102133,61.526777,0.199713,0.004822,0.119358,0.833546
256,50,0.0500,LOGNORMAL,60.371467,0.227222,0.081310,1933.667500,57.872724,0.207429,0.004544,0.125103,0.828217
256,50,0.0500,BURSTY,69.979667,0.347275,0.124271,3857.778200,98.070253,0.399593,0.006946,0.215321,0.714510
256,50,0.1000,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
256,50,0.1000,GAUSSIAN,67.556300,0.388594,0.139057,3751.651733,100.575549,0.351126,0.007772,0.216903,0.740147
256,50,0.1000,LOGNORMAL,69.386900,0.432748,0.154857,4222.251167,110.840021,0.387738,0.008655,0.237670,0.720624
256,50,0.1000,BURSTY,86.578067,0.560188,0.200461,8010.742600,138.889748,0.731561,0.011204,0.361407,0.577537
256,50,0.2000,NONE,55.001000,0.000000,0.000000,-0.000000,0.000000,0.100020,0.000000,-0.000000,0.909074
256,50,0.2000,GAUSSIAN,81.606567,0.600892,0.215027,7326.920000,156.542870,0.632131,0.012018,0.350682,0.612728
256,50,0.2000,LOGNORMAL,89.542367,1.012380,0.362276,9362.560767,258.704494,0.790847,0.020248,0.408366,0.558464
256,50,0.2000,BURSTY,119.856700,1.018274,0.364385,16320.847400,247.023292,1.397134,0.020365,0.531885,0.417194
256,100,0.0100,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
256,100,0.0100,GAUSSIAN,108.379967,0.055354,0.019808,94.284667,24.006237,0.083800,0.000554,0.003398,0.922680
256,100,0.0100,LOGNORMAL,108.406300,0.048642,0.017406,85.620333,19.089544,0.084063,0.000486,0.003085,0.922456
256,100,0.0100,BURSTY,111.218600,0.000563,0.000202,298.859000,2.258831,0.112186,0.000006,0.010497,0.899130
256,100,0.0500,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
256,100,0.0500,GAUSSIAN,119.840900,0.474734,0.169881,3653.972767,122.131674,0.198409,0.004747,0.119089,0.834452
256,100,0.0500,LOGNORMAL,120.765600,0.438971,0.157084,3892.808867,112.462188,0.207656,0.004390,0.125905,0.828061
256,100,0.0500,BURSTY,140.039400,0.462816,0.165617,7787.418667,122.317843,0.400394,0.004628,0.217215,0.714092
256,100,0.1000,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
256,100,0.1000,GAUSSIAN,134.823267,0.537306,0.192273,7458.418100,135.388313,0.348233,0.005373,0.216082,0.741723
256,100,0.1000,LOGNORMAL,138.547267,0.585535,0.209531,8418.497900,149.060676,0.385473,0.005855,0.237341,0.721788
256,100,0.1000,BURSTY,172.971300,0.744362,0.266366,15990.333167,206.473773,0.729713,0.007444,0.361101,0.578141
256,100,0.2000,NONE,110.321000,0.000000,0.000000,-0.000000,0.000000,0.103210,0.000000,-0.000000,0.906446
256,100,0.2000,GAUSSIAN,163.198767,0.648088,0.231915,14673.187133,154.714772,0.631988,0.006481,0.351202,0.612759
256,100,0.2000,LOGNORMAL,179.362967,1.057208,0.378317,18824.232233,260.009832,0.793630,0.010572,0.409945,0.557547
256,100,0.2000,BURSTY,239.600300,1.089692,0.389941,32658.407233,269.867503,1.396003,0.010897,0.532428,0.417370
256,500,0.0100,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
256,500,0.0100,GAUSSIAN,541.626733,0.098306,0.035178,590.780667,73.994317,0.083253,0.000197,0.004261,0.923145
256,500,0.0100,LOGNORMAL,541.704700,0.102975,0.036849,537.515000,61.898605,0.083409,0.000206,0.003876,0.923012
256,500,0.0100,BURSTY,555.652200,0.001324,0.000474,1567.687000,12.687534,0.111304,0.000003,0.011021,0.899843
256,500,0.0500,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
256,500,0.0500,GAUSSIAN,598.875333,0.854401,0.305743,18407.991533,213.429222,0.197751,0.001709,0.120067,0.834900
256,500,0.0500,LOGNORMAL,603.607500,0.986234,0.352919,19635.046433,246.672246,0.207215,0.001972,0.127066,0.828355
256,500,0.0500,BURSTY,700.129733,0.874758,0.313028,39018.787600,242.032865,0.400259,0.001750,0.217697,0.714154
256,500,0.1000,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
256,500,0.1000,GAUSSIAN,673.539900,0.953607,0.341244,37435.420933,244.237641,0.347080,0.001907,0.217108,0.742348
256,500,0.1000,LOGNORMAL,692.294133,1.091327,0.390527,42263.948733,288.448408,0.384588,0.002183,0.238471,0.722238
256,500,0.1000,BURSTY,864.382500,1.602722,0.573527,79968.721300,444.057457,0.728765,0.003205,0.361386,0.578450
256,500,0.2000,NONE,552.430000,0.000000,0.000000,-0.000000,0.000000,0.104860,0.000000,-0.000000,0.905092
256,500,0.2000,GAUSSIAN,815.378500,1.969839,0.704898,73532.662967,498.673954,0.630757,0.003940,0.352271,0.613216
256,500,0.2000,LOGNORMAL,894.882500,3.375290,1.207832,93925.899933,842.949753,0.789765,0.006751,0.409988,0.558740
256,500,0.2000,BURSTY,1195.623900,2.518649,0.901287,162793.979833,643.557728,1.391248,0.005037,0.531866,0.418194
